,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
966,Maruti,Wagon R,5.0,35000.0,Dealer,Petrol,Manual,21.5,1197.0,81.8,5.0,3.9,6.05
968,Hyundai,Verna,13.0,80000.0,Individual,Petrol,Manual,13.9,1599.0,103.2,5.0,1.3,13.42
970,Maruti,Swift Dzire,4.0,100000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,4.5,8.329472891566265
974,Maruti,Swift,5.0,37000.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,4.95,7.51
976,Honda,WR-V,4.0,10000.0,Individual,Petrol,Manual,17.5,1199.0,88.7,5.0,8.0,10.805
977,Renault,KWID,4.0,40000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,2.6,5.185
978,Maruti,Alto,18.0,120000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.65,4.112027027027027
979,Hyundai,Grand,5.0,60000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.6,7.11
980,Hyundai,i20,7.0,100000.0,Individual,Diesel,Manual,21.9,1396.0,88.76,5.0,4.5,11.21
982,Maruti,Wagon R,14.0,55000.0,Dealer,Petrol,Manual,18.9,1061.0,67.0,5.0,1.05,5.95
984,Ford,Ecosport,5.0,67000.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,5.25,11.965
985,Renault,KWID,4.0,10000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5.0,3.41,5.05
987,Hyundai,Creta,5.0,20699.0,Dealer,Petrol,Manual,15.29,1591.0,121.3,5.0,7.75,16.085
989,Honda,Amaze,7.0,89000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,3.2,10.2
990,Skoda,Rapid,4.0,59000.0,Dealer,Petrol,Automatic,14.3,1598.0,103.6,5.0,5.99,12.005
991,Mahindra,Scorpio,7.0,120000.0,Individual,Diesel,Manual,15.4,2523.0,75.0,9.0,7.5,16.995
994,Maruti,Swift,4.0,68791.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,5.1,7.746715686274511
995,Maruti,Alto,2.0,10300.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,3.0,4.06
996,Maruti,Ertiga,2.0,25000.0,Individual,Diesel,Manual,25.47,1248.0,88.5,7.0,11.0,10.45789156626506
998,Maruti,Swift Dzire,7.0,36000.0,Dealer,Petrol,Manual,17.5,1197.0,85.8,5.0,4.35,8.24
999,Honda,Jazz,10.0,60000.0,Individual,Petrol,Manual,16.0,1198.0,90.0,5.0,3.2,10.26
1000,Maruti,Alto,5.0,25000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,3.5,4.112027027027027
1003,Maruti,Swift Dzire,8.0,70000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,5.5,8.329472891566265
1004,Hyundai,Verna,6.0,90000.0,Individual,Diesel,Manual,23.9,1582.0,126.2,5.0,5.25,14.578887559808614
1005,Hyundai,Verna,9.0,96000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5.0,4.15,15.69
1008,Maruti,Alto,6.0,90000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.0,3.905
1010,Maruti,Ertiga,4.0,41000.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7.0,6.95,10.34
1011,Hyundai,i10,13.0,30000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,1.6,7.138266666666667
1012,Hyundai,i10,10.0,29000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.35,7.138266666666667
1013,Maruti,Wagon R,9.0,59000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,3.0,6.345
1014,Hyundai,i20,3.0,12000.0,Individual,Petrol,Manual,17.19,1197.0,81.86,5.0,6.0,10.810042134831459
1016,Maruti,Wagon R,3.0,45874.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,3.57,6.005
1017,Honda,Amaze,5.0,100000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,3.2,9.885
1018,Ford,Figo,10.0,10000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,2.5,8.79
1021,Maruti,Ciaz,4.0,40000.0,Dealer,Petrol,Automatic,19.12,1373.0,91.1,5.0,7.7,11.52
1024,Mahindra,XUV300,2.0,25000.0,Individual,Petrol,Manual,17.0,1197.0,110.0,5.0,11.4,10.605
1027,Maruti,Swift,10.0,150000.0,Individual,Diesel,Manual,17.8,1248.0,75.0,5.0,2.0,7.746715686274511
1028,Ford,Ecosport,4.0,40000.0,Individual,Petrol,Manual,15.85,1499.0,110.4,5.0,7.0,10.76
1029,Maruti,Swift Dzire,8.0,65000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,4.8,8.329472891566265
1031,Hyundai,i20,4.0,45000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.0,10.145
1034,Maruti,Swift,7.0,80000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,4.1,7.746715686274511
1035,Honda,City,5.0,60000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,7.5,15.47
1036,Maruti,Baleno,6.0,38819.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.1,8.55
1037,Honda,WR-V,2.0,5700.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,8.75,10.255
1039,Maruti,Baleno,4.0,24000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.65,8.693429752066116
1040,Maruti,Wagon R,7.0,50000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,2.95,6.165
1042,Tata,Tiago,4.0,35000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,3.8,6.76
1043,Mahindra,Scorpio,7.0,70000.0,Individual,Diesel,Manual,14.0,2523.0,75.0,7.0,6.5,17.51
1046,Hyundai,Verna,8.0,59867.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,4.5,14.685
1047,Maruti,S-Presso,2.0,8400.0,Individual,Petrol,Manual,21.7,998.0,67.0,5.0,4.2,5.0
1048,Maruti,Celerio,7.0,9000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,3.6,5.775
1049,Maruti,Celerio,6.0,17000.0,Individual,Petrol,Automatic,23.1,998.0,67.04,5.0,4.25,5.983255208333333
1050,Tata,Safari,9.0,94000.0,Individual,Diesel,Manual,13.93,2179.0,138.03,7.0,2.5,18.13
1051,Volkswagen,Polo,9.0,35000.0,Individual,Diesel,Manual,22.07,1199.0,73.9,5.0,2.9,9.286482558139534
1052,Honda,Amaze,2.0,25000.0,Dealer,Petrol,Manual,18.6,1199.0,88.76,5.0,6.4,8.47
1053,Maruti,Wagon R,16.0,90000.0,Individual,Petrol,Manual,14.0,1061.0,64.0,5.0,0.8,6.24
1054,Mahindra,XUV500,8.0,90000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,7.0,19.555
1055,Maruti,Swift Dzire,5.0,40000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,5.5,8.329472891566265
1056,Maruti,Swift Dzire,7.0,78916.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,3.0,8.329472891566265
1057,Hyundai,Verna,4.0,19000.0,Individual,Petrol,Manual,17.0,1591.0,121.3,5.0,9.0,13.68
1058,Maruti,Swift,13.0,75900.0,Individual,Petrol,Manual,16.1,1298.0,88.2,5.0,2.4,7.515
1059,Hyundai,i20,4.0,33230.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.55,10.67
1060,Ford,Figo,6.0,58000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,2.9,7.17
1061,Maruti,Alto,18.0,90000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.8,4.112027027027027
1063,Hyundai,Grand,4.0,17000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.25,6.525
1064,Maruti,Swift Dzire,7.0,114605.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,3.8,8.329472891566265
1065,Kia,Seltos,2.0,19000.0,Individual,Diesel,Manual,20.8,1493.0,113.4,5.0,12.5,15.865
1067,Maruti,Vitara,4.0,35000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,8.84,10.815
1068,Mahindra,Bolero,3.0,50000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,8.0,9.775352564102565
1069,Honda,City,8.0,74000.0,Dealer,Petrol,Manual,16.9,1497.0,100.0,5.0,5.8,14.205
1071,Maruti,Wagon R,2.0,6000.0,Dealer,Petrol,Manual,20.52,1197.0,81.8,5.0,5.0,6.185168439716312
1073,Hyundai,Grand,7.0,40000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,5.4,7.34
1074,Datsun,GO,6.0,70000.0,Individual,Petrol,Manual,20.62,1198.0,67.0,7.0,3.0,6.34
1075,Maruti,Swift Dzire,2.0,10000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,6.4,8.585
1076,Maruti,Vitara,3.0,34000.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5.0,8.75,10.815
1077,Maruti,Vitara,4.0,39000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.5,10.815
1079,Tata,Tiago,1.0,10000.0,Individual,Petrol,Manual,23.84,1199.0,83.83,5.0,5.35,6.675
1080,Honda,City,12.0,66000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.62,14.74
1081,Maruti,Ciaz,5.0,38000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,5.91,11.595719424460432
1082,Hyundai,i20,8.0,110000.0,Individual,Diesel,Manual,21.9,1396.0,88.76,5.0,3.5,9.94
1083,Maruti,Ertiga,3.0,25000.0,Individual,Petrol,Manual,17.5,1373.0,91.1,7.0,7.2,10.375
1084,Hyundai,Creta,3.0,40000.0,Individual,Diesel,Manual,22.1,1396.0,88.7,5.0,10.5,14.625
1086,Tata,Tiago,3.0,63000.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5.0,3.8,6.773722222222222
1088,Maruti,Vitara,2.0,7980.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,8.5,10.815
1089,Maruti,Alto,5.0,30000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.25,3.99
1091,Maruti,Swift,4.0,45000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,5.6,7.746715686274511
1092,Maruti,Baleno,15.0,43000.0,Individual,Petrol,Manual,15.4,1590.0,94.0,5.0,1.2,8.693429752066116
1094,Tata,Nexon,2.0,6507.0,Dealer,Petrol,Automatic,17.0,1198.0,108.5,5.0,8.75,11.1
1095,Ford,Aspire,3.0,8000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,5.9,7.65
1098,Honda,City,9.0,51000.0,Dealer,Petrol,Manual,16.8,1497.0,116.3,5.0,4.4,14.74
1099,Maruti,Wagon R,12.0,120000.0,Individual,LPG,Manual,17.3,1061.0,57.5,5.0,1.1,6.185168439716312
1100,Maruti,Wagon R,6.0,114183.0,Individual,Petrol,Manual,21.79,998.0,67.05,5.0,3.5,6.165
1101,Hyundai,Grand,1.0,15000.0,Individual,Petrol,Automatic,20.7,1197.0,81.86,5.0,6.5,7.63
1104,Honda,City,12.0,75000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,2.6,14.715
1107,Hyundai,Grand,6.0,50000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,4.05,7.11
1111,Mahindra,XUV500,5.0,100000.0,Individual,Diesel,Automatic,16.0,1997.0,140.0,7.0,11.8,19.975
1112,Mahindra,Scorpio,4.0,50000.0,Individual,Diesel,Manual,15.4,2179.0,120.0,7.0,9.7,17.51
1114,Maruti,Swift Dzire,13.0,120000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,1.65,8.329472891566265
1115,Honda,City,5.0,55000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,6.5,14.74
1116,Hyundai,Elantra,4.0,43500.0,Dealer,Petrol,Automatic,14.62,1999.0,149.92,5.0,12.45,21.925
1117,Maruti,Vitara,5.0,70000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.8,10.815
1120,Maruti,Swift,9.0,120000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,5.0,7.746715686274511
1122,Hyundai,i10,9.0,70000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.0,7.138266666666667
1123,Maruti,Wagon R,10.0,53000.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,2.75,6.05
1125,Hyundai,Venue,1.0,5000.0,Dealer,Diesel,Manual,23.7,1493.0,98.6,5.0,8.9,11.92
1126,Hyundai,Verna,8.0,58000.0,Dealer,Diesel,Manual,22.32,1582.0,126.3,5.0,3.6,15.69
1127,Hyundai,i20,2.0,15000.0,Dealer,Petrol,Manual,18.6,1197.0,81.86,5.0,6.2,10.145
1128,Hyundai,Grand,6.0,55000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.6,6.585
1129,Datsun,RediGO,2.0,10000.0,Individual,Petrol,Manual,22.7,799.0,53.64,5.0,2.6,4.3
1130,Maruti,Swift Dzire,4.0,46122.0,Dealer,Petrol,Automatic,22.0,1197.0,81.8,5.0,6.5,8.305
1132,Maruti,Vitara,5.0,74962.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.81,10.815
1133,Maruti,Eeco,6.0,40000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,7.0,2.15,4.86
1135,Hyundai,Santro,11.0,70000.0,Individual,Petrol,Manual,17.92,1086.0,62.1,5.0,2.25,6.376
1136,Maruti,Ertiga,8.0,60000.0,Dealer,Diesel,Manual,20.77,1248.0,88.8,7.0,4.0,10.45789156626506
1137,Ford,Ecosport,5.0,23256.0,Trustmark Dealer,Petrol,Manual,17.0,1497.0,121.36,5.0,5.85,11.095
1140,Maruti,Vitara,5.0,84000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,5.25,10.815
1141,Renault,Duster,6.0,56308.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5.0,4.4,14.16888888888889
1143,Honda,City,7.0,46000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,5.01,15.805
1144,Maruti,Wagon R,14.0,80000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,0.85,6.065
1145,Mahindra,Scorpio,5.0,90000.0,Individual,Diesel,Manual,15.4,2179.0,120.0,7.0,9.0,17.665
1147,Maruti,Swift Dzire,4.0,120000.0,Individual,Petrol,Manual,19.0,1197.0,85.8,5.0,3.25,6.345
1150,Maruti,Alto,16.0,120000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.9,4.112027027027027
1151,Hyundai,Grand,3.0,15000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,5.25,7.11
1152,Tata,Tiago,2.0,15000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,6.0,6.76
1153,Skoda,Rapid,8.0,52000.0,Dealer,Petrol,Manual,15.0,1598.0,103.5,5.0,4.25,11.905
1154,Hyundai,i20,6.0,39000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.26,10.72
1155,Honda,Amaze,8.0,73100.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.24,10.07
1158,Maruti,Ciaz,6.0,49000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,5.65,11.595719424460432
1159,Hyundai,Verna,8.0,100000.0,Individual,Diesel,Manual,22.32,1582.0,126.3,5.0,5.0,15.36
1160,Maruti,Dzire LXI,6.0,50000.0,Dealer,Petrol,Manual,23.26,1197.0,88.5,5.0,3.85,8.3
1161,Volkswagen,Polo,4.0,66900.0,Individual,Diesel,Manual,20.14,1498.0,88.0,5.0,7.0,9.286482558139534
1162,Hyundai,Creta,4.0,46000.0,Dealer,Petrol,Automatic,13.0,1591.0,121.3,5.0,10.95,16.085
1163,Maruti,Swift,3.0,40000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,5.5,7.82
1164,Hyundai,i10,11.0,28400.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0,7.138266666666667
1165,MG,Hector,1.0,4800.0,Dealer,Petrol,Manual,15.81,1451.0,141.0,5.0,18.0,17.845
1166,Volkswagen,Polo,9.0,62000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,3.1,9.286482558139534
1168,Hyundai,Verna,5.0,25000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,7.8,13.025
1169,Maruti,Swift,6.0,45864.0,Dealer,Petrol,Manual,20.4,1197.0,83.11,5.0,4.5,7.51
1170,Renault,Duster,7.0,185000.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,3.1,14.16888888888889
1171,Mahindra,Scorpio,10.0,60000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,5.56,17.51
1172,Mahindra,XUV500,7.0,170000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,8.25,19.945
1174,Mahindra,Scorpio,10.0,60000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,4.65,17.309853556485354
1175,Honda,Amaze,5.0,13433.0,Dealer,Petrol,Manual,17.8,1198.0,86.7,5.0,5.51,8.72
1176,Hyundai,i20,6.0,35000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,6.0,11.21
1177,Hyundai,Santro,2.0,5000.0,Individual,Petrol,Manual,20.3,1086.0,68.0,5.0,4.1,6.3
1178,Maruti,Swift,3.0,32400.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,5.75,7.81
1179,Mahindra,Thar,7.0,60000.0,Individual,Diesel,Manual,16.55,2498.0,105.0,6.0,7.0,15.835
1180,Toyota,Innova,4.0,50000.0,Dealer,Petrol,Automatic,10.75,2694.0,163.7,8.0,14.95,23.355
1182,Mahindra,Scorpio,4.0,56000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,11.5,17.45
1183,Maruti,Alto,7.0,34000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,2.51,4.112027027027027
1185,Hyundai,Grand,6.0,59000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,4.25,6.525
1187,Hyundai,Grand,2.0,30000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,6.0,7.11
1188,Maruti,Ciaz,6.0,48767.0,Dealer,Diesel,Manual,26.21,1248.0,88.5,5.0,6.81,11.595719424460432
1189,Honda,Jazz,6.0,88541.0,Dealer,Diesel,Manual,27.3,1498.0,98.6,5.0,5.0,10.077314814814814
1191,Maruti,Swift,8.0,57300.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,3.4,7.746715686274511
1192,Hyundai,Creta,5.0,66500.0,Dealer,Petrol,Automatic,13.0,1591.0,121.3,5.0,9.98,16.085
1193,Hyundai,i20,7.0,24000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.0,9.495
1194,Honda,Amaze,7.0,27233.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,4.45,10.2
1195,Hyundai,Creta,5.0,43031.0,Dealer,Diesel,Manual,21.38,1396.0,88.7,5.0,10.5,16.165
1196,Mahindra,XUV500,6.0,25000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,14.0,19.945
1198,Ford,Figo,8.0,43434.0,Individual,Diesel,Manual,20.0,1399.0,68.1,5.0,2.8,9.5
1199,Maruti,Swift Dzire,3.0,40000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,7.5,8.329472891566265
1200,Honda,Jazz,10.0,80000.0,Individual,Petrol,Manual,16.7,1198.0,88.8,5.0,2.5,10.077314814814814
1204,Volkswagen,Polo,10.0,63000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,2.45,9.065
1205,Volkswagen,Polo,8.0,90000.0,Individual,Diesel,Manual,22.07,1199.0,73.9,5.0,2.5,9.286482558139534
1206,Tata,Tiago,4.0,22000.0,Dealer,Diesel,Manual,27.28,1047.0,69.0,5.0,4.75,6.773722222222222
1207,Mahindra,Bolero,4.0,80000.0,Individual,Diesel,Manual,15.96,2523.0,63.0,9.0,6.0,9.775352564102565
1208,Mahindra,XUV500,8.0,51674.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,5.7,19.91
1211,Datsun,RediGO,5.0,10000.0,Individual,Petrol,Manual,22.7,799.0,53.64,5.0,2.45,4.435
1214,Hyundai,i20,8.0,35858.0,Dealer,Petrol,Manual,18.5,1197.0,82.85,5.0,3.5,10.72
1215,Maruti,Ciaz,3.0,35000.0,Individual,Petrol,Automatic,20.28,1462.0,103.25,5.0,10.0,11.68
1216,Hyundai,Verna,3.0,18329.0,Dealer,Diesel,Manual,22.0,1582.0,126.2,5.0,9.9,15.69
1219,Mahindra,Thar,9.0,50000.0,Individual,Diesel,Manual,16.55,2498.0,105.0,6.0,5.0,15.835
1220,Volkswagen,Vento,10.0,50000.0,Individual,Petrol,Manual,15.04,1598.0,103.6,5.0,3.85,13.099999999999998
1221,Maruti,Alto,8.0,47000.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,2.8,4.112027027027027
1222,Maruti,Swift,7.0,60000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,4.65,7.746715686274511
1225,Ford,Ecosport,5.0,72000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,6.5,11.51
1226,Honda,City,12.0,69000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,3.0,14.74
1230,Maruti,Wagon R,9.0,100000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,2.25,6.24
1231,Maruti,Baleno,1.0,1500.0,Individual,Petrol,Manual,21.01,1197.0,81.8,5.0,6.24,8.693429752066116
1235,Tata,Safari,6.0,100000.0,Individual,Diesel,Manual,14.0,2179.0,138.1,7.0,5.85,18.13
1236,Hyundai,Verna,7.0,70355.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,5.27,15.69
1240,Maruti,Vitara,4.0,40000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,7.2,10.815
1241,Maruti,Vitara,3.0,39000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.75,10.815
1242,Mahindra,KUV100,2.0,17000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,6.0,7.6455
1243,Honda,Amaze,2.0,10000.0,Individual,Petrol,Manual,19.5,1199.0,88.76,5.0,6.5,8.435
1244,Mahindra,KUV,4.0,20000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6.0,3.8,7.815
1245,Hyundai,i20,3.0,35000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,6.0,9.495
1246,Maruti,Alto,7.0,52000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,2.44,4.112027027027027
1247,Maruti,Alto,7.0,50080.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,2.25,4.065
1248,Hyundai,i10,11.0,90000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,1.3,7.138266666666667
1249,Volkswagen,Vento,6.0,67000.0,Dealer,Diesel,Automatic,22.15,1498.0,108.6,5.0,5.65,13.294659090909091
1250,Maruti,Celerio,4.0,20000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.5,5.975
1251,Hyundai,Creta,2.0,39000.0,Dealer,Petrol,Manual,15.8,1591.0,121.3,5.0,9.2,15.58
1252,Mahindra,Scorpio,4.0,36000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7.0,12.41,17.51
1253,Maruti,Swift,3.0,40000.0,Individual,Petrol,Automatic,22.0,1197.0,81.8,5.0,6.3,7.92
1255,Maruti,Baleno,2.0,18458.0,Trustmark Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,6.1,8.55
1258,Maruti,Wagon R,6.0,18650.0,Dealer,Petrol,Manual,21.5,1197.0,81.8,5.0,2.99,6.065
1259,Honda,City,2.0,23000.0,Individual,Petrol,Manual,17.4,1497.0,117.6,5.0,9.6,14.74
1260,Honda,WR-V,3.0,24000.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,7.75,10.805
1261,Mahindra,XUV500,3.0,40000.0,Individual,Diesel,Manual,16.0,2179.0,140.0,7.0,13.21,17.82
1262,Mahindra,XUV500,8.0,148736.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,7.0,19.225
1263,Honda,City,5.0,80000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,6.8,14.74
1264,Hyundai,Grand,3.0,10000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,4.51,7.34
1265,Maruti,Vitara,4.0,32000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,9.25,10.815
1268,Renault,Duster,8.0,95000.0,Dealer,Diesel,Manual,19.01,1461.0,108.45,5.0,2.95,14.16888888888889
1269,Maruti,Swift Dzire,3.0,20000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,6.35,8.025
1271,Mahindra,Scorpio,11.0,186000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,4.0,17.795
1272,Tata,Tigor,3.0,50000.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,4.1,7.53
1277,Maruti,Ciaz,6.0,75000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,6.25,11.595719424460432
1282,Hyundai,Santro,13.0,69000.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5.0,1.25,6.376
1283,Hyundai,Elantra,8.0,90000.0,Individual,Diesel,Manual,22.7,1582.0,126.24,5.0,6.15,20.95
1284,Mahindra,Scorpio,6.0,120000.0,Individual,Diesel,Manual,15.4,2179.0,120.0,7.0,9.0,17.309853556485354
1285,Honda,Amaze,1.0,1800.0,Individual,Petrol,Manual,19.5,1199.0,88.76,5.0,7.2,8.47
1286,Maruti,Swift,3.0,15000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,6.75,7.746715686274511
1288,Skoda,Rapid,6.0,35000.0,Individual,Petrol,Automatic,14.3,1598.0,103.52,5.0,6.5,11.97
1290,Toyota,Innova,8.0,215000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,7.0,10.0,24.848359375
1293,Maruti,Baleno,4.0,23200.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,6.1,8.675
1294,Hyundai,Grand,5.0,60000.0,Individual,Diesel,Manual,24.0,1120.0,70.0,5.0,4.0,7.071195054945055
1295,Toyota,Innova,8.0,40000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,8.0,8.5,24.848359375
1296,Volkswagen,Polo,6.0,60000.0,Individual,Petrol,Manual,16.47,1198.0,74.0,5.0,3.5,9.03
1299,Mahindra,Scorpio,13.0,120000.0,Individual,Diesel,Manual,10.5,2609.0,120.0,9.0,3.0,17.51
1300,Mahindra,Scorpio,9.0,147000.0,Individual,Diesel,Manual,14.0,2523.0,75.0,8.0,5.0,17.795
1301,Renault,Duster,7.0,61251.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5.0,4.3,14.16888888888889
1303,Ford,Figo,5.0,60000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,4.2,7.02
1304,Skoda,Rapid,9.0,120000.0,Individual,Petrol,Automatic,14.3,1598.0,105.0,5.0,5.0,12.415
1306,Maruti,Wagon R,3.0,50000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,4.0,6.24
